2025-11-03 09:35:00 | inference | INFO | <module>:20 | Device: CPU
2025-11-03 09:36:14 | inference | INFO | predict_toxicity:368 | Toxicity prediction: max=toxic (76.45%)
2025-11-03 09:36:51 | main | INFO | analyze_text_comprehensive:22 | Analyzing text: 'नमस्ते, मैं अनिकेत शिंदे हूं!...'
2025-11-03 09:36:51 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-03 09:36:51 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-03 09:36:51 | preprocessing | INFO | detect_language:803 | Language detected: hi (confidence=0.95, method=script_analysis)
2025-11-03 09:36:51 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: medium_5_indic_ee63ebc1 (conf: 0.95)
2025-11-03 09:36:51 | inference | INFO | predict_sentiment:263 | Using IndicBERT model for language: hi
2025-11-03 09:36:51 | inference | INFO | get_indic_sentiment_model:115 | Loading IndicBERT v2 Sentiment model (first use)...
2025-11-03 09:36:54 | inference | INFO | get_indic_sentiment_model:128 | IndicBERT v2 Sentiment model loaded successfully
2025-11-03 09:36:55 | inference | INFO | predict_sentiment:291 | Sentiment prediction: neutral (98.42%) using IndicBERT
2025-11-03 09:36:55 | inference | INFO | predict_toxicity:368 | Toxicity prediction: max=toxic (0.05%)
2025-11-03 09:37:38 | main | INFO | analyze_text_comprehensive:22 | Analyzing text: 'Mi, Aniket Shinde Ahe!...'
2025-11-03 09:37:38 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-03 09:37:38 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-03 09:37:38 | preprocessing | INFO | detect_language:559 | 🎯 Romanized Indic detected EARLY: mar for text: 'Mi, Aniket Shinde Ahe!...'
2025-11-03 09:37:38 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: medium_4_latin_c1c8dd67 (conf: 0.85)
2025-11-03 09:37:38 | inference | INFO | predict_sentiment:322 | Sentiment prediction: neutral (35.07%) using XLM-RoBERTa
2025-11-03 09:37:38 | inference | INFO | predict_toxicity:368 | Toxicity prediction: max=toxic (54.75%)
2025-11-03 09:38:02 | main | INFO | analyze_text_comprehensive:22 | Analyzing text: 'Mi, Aniket Shinde Ahe!, Ani tuza naav kay ahe te s...'
2025-11-03 09:38:02 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-03 09:38:02 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-03 09:38:02 | preprocessing | INFO | detect_language:559 | 🎯 Romanized Indic detected EARLY: mar for text: 'Mi, Aniket Shinde Ahe!, Ani tuza naav kay ahe te s...'
2025-11-03 09:38:02 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: medium_11_latin_c1c8dd67 (conf: 0.85)
2025-11-03 09:38:02 | inference | INFO | predict_sentiment:322 | Sentiment prediction: neutral (36.53%) using XLM-RoBERTa
2025-11-03 09:38:03 | inference | INFO | predict_toxicity:368 | Toxicity prediction: max=toxic (63.12%)
2025-11-03 09:40:21 | main | INFO | analyze_text_comprehensive:22 | Analyzing text: 'नमस्ते, मैं अनिकेत शिंदे हूं!...'
2025-11-03 09:40:21 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-03 09:40:21 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-03 09:40:21 | preprocessing | INFO | detect_language:803 | Language detected: hi (confidence=0.95, method=script_analysis)
2025-11-03 09:40:21 | inference | INFO | predict_sentiment:263 | Using IndicBERT model for language: hi
2025-11-03 09:40:21 | inference | INFO | predict_sentiment:291 | Sentiment prediction: neutral (98.42%) using IndicBERT
2025-11-03 09:40:21 | inference | INFO | predict_toxicity:368 | Toxicity prediction: max=toxic (0.05%)
2025-11-03 09:41:02 | main | INFO | analyze_text_comprehensive:22 | Analyzing text: 'नमस्ते, मी अनिकेत शिंदे आहे....'
2025-11-03 09:41:02 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-03 09:41:02 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-03 09:41:02 | preprocessing | INFO | detect_language:803 | Language detected: mar (confidence=1.00, method=glotlid_high_confidence)
2025-11-03 09:41:02 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: medium_5_indic_76dcbb31 (conf: 1.00)
2025-11-03 09:41:02 | inference | INFO | predict_sentiment:322 | Sentiment prediction: neutral (74.84%) using XLM-RoBERTa
2025-11-03 09:41:02 | inference | INFO | predict_toxicity:368 | Toxicity prediction: max=toxic (0.04%)
2025-11-03 09:42:02 | main | INFO | analyze_text_comprehensive:22 | Analyzing text: 'Tula kashala me sangu!...'
2025-11-03 09:42:02 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-03 09:42:02 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-03 09:42:02 | preprocessing | INFO | detect_language:559 | 🎯 Romanized Indic detected EARLY: mar for text: 'Tula kashala me sangu!...'
2025-11-03 09:42:02 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: medium_4_latin_d7b4d89d (conf: 0.85)
2025-11-03 09:42:02 | inference | INFO | predict_sentiment:322 | Sentiment prediction: positive (37.03%) using XLM-RoBERTa
2025-11-03 09:42:03 | inference | INFO | predict_toxicity:368 | Toxicity prediction: max=toxic (16.31%)
2025-11-03 09:42:42 | main | INFO | analyze_text_comprehensive:22 | Analyzing text: 'Tuzhe mein kyon batao iss bare mein !...'
2025-11-03 09:42:42 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-03 09:42:42 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-03 09:42:42 | preprocessing | INFO | detect_language:559 | 🎯 Romanized Indic detected EARLY: hin for text: 'Tuzhe mein kyon batao iss bare mein !...'
2025-11-03 09:42:42 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: medium_8_latin_2e843da9 (conf: 0.85)
2025-11-03 09:42:42 | inference | INFO | predict_sentiment:322 | Sentiment prediction: negative (36.96%) using XLM-RoBERTa
2025-11-03 09:42:42 | inference | INFO | predict_toxicity:368 | Toxicity prediction: max=toxic (1.26%)
2025-11-03 09:43:29 | main | INFO | analyze_text_comprehensive:22 | Analyzing text: 'Bonjour ! Je m’appelle Aniket Shinde. J’ai vingt a...'
2025-11-03 09:43:29 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-03 09:43:29 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-03 09:43:29 | preprocessing | INFO | detect_language:803 | Language detected: fra (confidence=1.00, method=glotlid_high_confidence)
2025-11-03 09:43:29 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: long_20_latin_b054a5a6 (conf: 1.00)
2025-11-03 09:43:29 | inference | INFO | predict_sentiment:322 | Sentiment prediction: positive (71.81%) using XLM-RoBERTa
2025-11-03 09:43:29 | inference | INFO | predict_toxicity:368 | Toxicity prediction: max=toxic (0.07%)
2025-11-03 09:44:03 | main | INFO | analyze_text_comprehensive:22 | Analyzing text: 'Paris est une belle ville. Il y a beaucoup de musé...'
2025-11-03 09:44:03 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-03 09:44:03 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-03 09:44:03 | preprocessing | INFO | detect_language:803 | Language detected: fra (confidence=1.00, method=glotlid_high_confidence)
2025-11-03 09:44:03 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: long_33_latin_d0cf488e (conf: 1.00)
2025-11-03 09:44:03 | inference | INFO | predict_sentiment:322 | Sentiment prediction: positive (92.36%) using XLM-RoBERTa
2025-11-03 09:44:03 | inference | INFO | predict_toxicity:368 | Toxicity prediction: max=toxic (0.13%)
2025-11-03 09:45:02 | main | INFO | analyze_text_comprehensive:22 | Analyzing text: 'Hola, ¿cómo estás?...'
2025-11-03 09:45:02 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-03 09:45:02 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-03 09:45:02 | preprocessing | INFO | detect_language:803 | Language detected: spa (confidence=1.00, method=glotlid_high_confidence)
2025-11-03 09:45:02 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: short_3_latin_ca6ecba5 (conf: 1.00)
2025-11-03 09:45:02 | inference | INFO | predict_sentiment:322 | Sentiment prediction: neutral (73.34%) using XLM-RoBERTa
2025-11-03 09:45:02 | inference | INFO | predict_toxicity:368 | Toxicity prediction: max=toxic (0.04%)
2025-11-03 09:45:31 | main | INFO | analyze_text_comprehensive:22 | Analyzing text: 'Aunque la tecnología avanza rápidamente, la verdad...'
2025-11-03 09:45:31 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-03 09:45:31 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-03 09:45:31 | preprocessing | INFO | detect_language:803 | Language detected: spa (confidence=1.00, method=glotlid_high_confidence)
2025-11-03 09:45:31 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: long_14_latin_a8c3c5a8 (conf: 1.00)
2025-11-03 09:45:31 | inference | INFO | predict_sentiment:322 | Sentiment prediction: neutral (66.66%) using XLM-RoBERTa
2025-11-03 09:45:31 | inference | INFO | predict_toxicity:368 | Toxicity prediction: max=toxic (0.05%)
2025-11-03 09:45:48 | main | INFO | analyze_text_comprehensive:22 | Analyzing text: 'Ich heiße Aniket....'
2025-11-03 09:45:48 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-03 09:45:48 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-03 09:45:48 | preprocessing | INFO | detect_language:803 | Language detected: deu (confidence=1.00, method=glotlid_high_confidence)
2025-11-03 09:45:48 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: short_3_latin_c40d5549 (conf: 1.00)
2025-11-03 09:45:48 | inference | INFO | predict_sentiment:322 | Sentiment prediction: neutral (60.85%) using XLM-RoBERTa
2025-11-03 09:45:49 | inference | INFO | predict_toxicity:368 | Toxicity prediction: max=toxic (1.02%)
2025-11-03 09:46:20 | main | INFO | analyze_text_comprehensive:22 | Analyzing text: 'Trotz der zunehmenden Digitalisierung bleibt die p...'
2025-11-03 09:46:20 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-03 09:46:20 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-03 09:46:20 | preprocessing | INFO | detect_language:803 | Language detected: deu (confidence=1.00, method=glotlid_high_confidence)
2025-11-03 09:46:20 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: long_14_latin_ff359dc7 (conf: 1.00)
2025-11-03 09:46:21 | inference | INFO | predict_sentiment:322 | Sentiment prediction: neutral (54.86%) using XLM-RoBERTa
2025-11-03 09:46:21 | inference | INFO | predict_toxicity:368 | Toxicity prediction: max=toxic (0.06%)
2025-11-03 09:46:34 | main | INFO | analyze_text_comprehensive:22 | Analyzing text: 'Mi piace il caffè....'
2025-11-03 09:46:34 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-03 09:46:34 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-03 09:46:34 | preprocessing | INFO | detect_language:559 | 🎯 Romanized Indic detected EARLY: mar for text: 'Mi piace il caffè....'
2025-11-03 09:46:34 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: short_4_latin_e192113b (conf: 0.85)
2025-11-03 09:46:34 | inference | INFO | predict_sentiment:322 | Sentiment prediction: positive (81.81%) using XLM-RoBERTa
2025-11-03 09:46:34 | inference | INFO | predict_toxicity:368 | Toxicity prediction: max=toxic (0.07%)
2025-11-03 09:48:48 | main | INFO | analyze_text_comprehensive:22 | Analyzing text: 'Mi piace il caffè....'
2025-11-03 09:48:48 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-03 09:48:48 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-03 09:48:48 | preprocessing | INFO | detect_language:559 | 🎯 Romanized Indic detected EARLY: mar for text: 'Mi piace il caffè....'
2025-11-03 09:48:48 | inference | INFO | predict_sentiment:322 | Sentiment prediction: positive (81.81%) using XLM-RoBERTa
2025-11-03 09:48:49 | inference | INFO | predict_toxicity:368 | Toxicity prediction: max=toxic (0.07%)
2025-11-03 09:50:01 | main | INFO | analyze_text_comprehensive:22 | Analyzing text: 'Anche se la vita è piena di sfide, ogni difficoltà...'
2025-11-03 09:50:01 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-03 09:50:01 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-03 09:50:01 | preprocessing | INFO | detect_language:803 | Language detected: ita (confidence=1.00, method=glotlid_high_confidence)
2025-11-03 09:50:01 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: medium_15_latin_2f26db23 (conf: 1.00)
2025-11-03 09:50:01 | inference | INFO | predict_sentiment:322 | Sentiment prediction: positive (53.21%) using XLM-RoBERTa
2025-11-03 09:50:01 | inference | INFO | predict_toxicity:368 | Toxicity prediction: max=toxic (0.14%)
2025-11-03 09:51:07 | main | INFO | analyze_text_comprehensive:22 | Analyzing text: 'Eu moro na Índia....'
2025-11-03 09:51:07 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-03 09:51:07 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-03 09:51:07 | preprocessing | INFO | detect_language:803 | Language detected: por (confidence=1.00, method=glotlid_high_confidence)
2025-11-03 09:51:07 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: short_4_latin_376231e6 (conf: 1.00)
2025-11-03 09:51:08 | inference | INFO | predict_sentiment:322 | Sentiment prediction: neutral (73.83%) using XLM-RoBERTa
2025-11-03 09:51:08 | inference | INFO | predict_toxicity:368 | Toxicity prediction: max=toxic (4.42%)
2025-11-03 09:51:22 | main | INFO | analyze_text_comprehensive:22 | Analyzing text: 'Привет, как дела?...'
2025-11-03 09:51:22 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-03 09:51:22 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-03 09:51:22 | preprocessing | INFO | detect_language:803 | Language detected: rus (confidence=1.00, method=glotlid_high_confidence)
2025-11-03 09:51:22 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: short_3_other_b30f20ab (conf: 1.00)
2025-11-03 09:51:23 | inference | INFO | predict_sentiment:322 | Sentiment prediction: neutral (78.31%) using XLM-RoBERTa
2025-11-03 09:51:23 | inference | INFO | predict_toxicity:368 | Toxicity prediction: max=toxic (0.04%)
2025-11-03 09:52:05 | main | INFO | analyze_text_comprehensive:22 | Analyzing text: 'Хотя мир постоянно меняется, человеческие ценности...'
2025-11-03 09:52:05 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-03 09:52:05 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-03 09:52:05 | preprocessing | INFO | detect_language:803 | Language detected: rus (confidence=0.97, method=glotlid_high_confidence)
2025-11-03 09:52:05 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: long_17_latin_ba27bba0 (conf: 0.97)
2025-11-03 09:52:05 | inference | INFO | predict_sentiment:322 | Sentiment prediction: neutral (53.55%) using XLM-RoBERTa
2025-11-03 09:52:06 | inference | INFO | predict_toxicity:368 | Toxicity prediction: max=toxic (0.04%)
2025-11-03 09:53:35 | main | INFO | analyze_text_comprehensive:22 | Analyzing text: '即使科技不断发展，人类的情感和理解仍然是社会的核心。...'
2025-11-03 09:53:35 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-03 09:53:35 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-03 09:53:35 | preprocessing | INFO | detect_language:803 | Language detected: cmn (confidence=1.00, method=glotlid_high_confidence)
2025-11-03 09:53:35 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: medium_1_other_7384e909 (conf: 1.00)
2025-11-03 09:53:35 | inference | INFO | predict_sentiment:322 | Sentiment prediction: neutral (57.93%) using XLM-RoBERTa
2025-11-03 09:53:36 | inference | INFO | predict_toxicity:368 | Toxicity prediction: max=toxic (0.05%)
2025-11-03 09:55:04 | main | INFO | analyze_text_comprehensive:22 | Analyzing text: '你好，我叫阿尼凯特。...'
2025-11-03 09:55:04 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-03 09:55:04 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-03 09:55:04 | preprocessing | INFO | detect_language:803 | Language detected: cmn (confidence=0.65, method=glotlid_short_text)
2025-11-03 09:55:04 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: short_1_other_862bf198 (conf: 0.65)
2025-11-03 09:55:05 | inference | INFO | predict_sentiment:322 | Sentiment prediction: neutral (67.21%) using XLM-RoBERTa
2025-11-03 09:55:05 | inference | INFO | predict_toxicity:368 | Toxicity prediction: max=toxic (0.04%)
2025-11-03 09:55:20 | main | INFO | analyze_text_comprehensive:22 | Analyzing text: 'こんにちは。私はアニケートです。...'
2025-11-03 09:55:20 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-03 09:55:20 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-03 09:55:20 | preprocessing | INFO | detect_language:803 | Language detected: jpn (confidence=1.00, method=glotlid_high_confidence)
2025-11-03 09:55:20 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: short_1_other_d3e25e0e (conf: 1.00)
2025-11-03 09:55:20 | inference | INFO | predict_sentiment:322 | Sentiment prediction: neutral (69.45%) using XLM-RoBERTa
2025-11-03 09:55:20 | inference | INFO | predict_toxicity:368 | Toxicity prediction: max=toxic (0.14%)
2025-11-03 09:55:43 | main | INFO | analyze_text_comprehensive:22 | Analyzing text: '人生の意味は結果ではなく、経験と成長の中に見つけるものです。...'
2025-11-03 09:55:43 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-03 09:55:43 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-03 09:55:43 | preprocessing | INFO | detect_language:803 | Language detected: jpn (confidence=1.00, method=glotlid_high_confidence)
2025-11-03 09:55:43 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: medium_1_other_55d4f810 (conf: 1.00)
2025-11-03 09:55:43 | inference | INFO | predict_sentiment:322 | Sentiment prediction: neutral (58.22%) using XLM-RoBERTa
2025-11-03 09:55:43 | inference | INFO | predict_toxicity:368 | Toxicity prediction: max=toxic (0.05%)
2025-11-03 09:56:01 | main | INFO | analyze_text_comprehensive:22 | Analyzing text: '기술이 발전해도 인간의 따뜻함과 공감은 여전히 중요합니다....'
2025-11-03 09:56:01 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-03 09:56:01 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-03 09:56:01 | preprocessing | INFO | detect_language:803 | Language detected: kor (confidence=1.00, method=glotlid_high_confidence)
2025-11-03 09:56:01 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: medium_7_other_b3bc5ea6 (conf: 1.00)
2025-11-03 09:56:01 | inference | INFO | predict_sentiment:322 | Sentiment prediction: positive (43.71%) using XLM-RoBERTa
2025-11-03 09:56:02 | inference | INFO | predict_toxicity:368 | Toxicity prediction: max=toxic (0.05%)
2025-11-03 09:56:33 | main | INFO | analyze_text_comprehensive:22 | Analyzing text: 'رغم أن العالم يتغير بسرعة، إلا أن القيم الإنسانية ...'
2025-11-03 09:56:33 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-03 09:56:33 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-03 09:56:33 | preprocessing | INFO | detect_language:803 | Language detected: arb (confidence=0.92, method=glotlid)
2025-11-03 09:56:33 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: medium_13_other_d1d29f69 (conf: 0.92)
2025-11-03 09:56:33 | inference | INFO | predict_sentiment:322 | Sentiment prediction: positive (48.84%) using XLM-RoBERTa
2025-11-03 09:56:33 | inference | INFO | predict_toxicity:368 | Toxicity prediction: max=toxic (0.06%)
2025-11-03 09:57:17 | main | INFO | analyze_text_comprehensive:22 | Analyzing text: 'Γεια σου, είμαι ο Ανικέτ....'
2025-11-03 09:57:17 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-03 09:57:17 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-03 09:57:17 | preprocessing | INFO | detect_language:803 | Language detected: ell (confidence=1.00, method=glotlid_high_confidence)
2025-11-03 09:57:17 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: medium_5_other_76aa56c8 (conf: 1.00)
2025-11-03 09:57:17 | inference | INFO | predict_sentiment:322 | Sentiment prediction: positive (47.69%) using XLM-RoBERTa
2025-11-03 09:57:17 | inference | INFO | predict_toxicity:368 | Toxicity prediction: max=toxic (0.08%)
2025-11-03 09:57:31 | main | INFO | analyze_text_comprehensive:22 | Analyzing text: 'Παρόλο που ο κόσμος εξελίσσεται, η σοφία προέρχετα...'
2025-11-03 09:57:31 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-03 09:57:31 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-03 09:57:31 | preprocessing | INFO | detect_language:803 | Language detected: ell (confidence=1.00, method=glotlid_high_confidence)
2025-11-03 09:57:31 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: medium_13_other_91e6cc12 (conf: 1.00)
2025-11-03 09:57:31 | inference | INFO | predict_sentiment:322 | Sentiment prediction: neutral (49.95%) using XLM-RoBERTa
2025-11-03 09:57:31 | inference | INFO | predict_toxicity:368 | Toxicity prediction: max=toxic (0.06%)
2025-11-03 09:58:41 | main | INFO | analyze_text_comprehensive:22 | Analyzing text: 'Kal meeting hai na, so make sure you’re on time....'
2025-11-03 09:58:41 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-03 09:58:41 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-03 09:58:41 | preprocessing | INFO | detect_language:559 | 🎯 Romanized Indic detected EARLY: hin for text: 'Kal meeting hai na, so make sure you’re on time....'
2025-11-03 09:58:41 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: medium_10_latin_5360f0f1 (conf: 0.85)
2025-11-03 09:58:41 | inference | INFO | predict_sentiment:322 | Sentiment prediction: neutral (55.62%) using XLM-RoBERTa
2025-11-03 09:58:41 | inference | INFO | predict_toxicity:368 | Toxicity prediction: max=toxic (0.06%)
