2025-11-04 10:48:43 | __main__ | INFO | __init__:36 | ✓ Redis connected: redis://localhost:6379
2025-11-04 10:50:20 | api | INFO | startup_event:1429 | Version: 1.0.0 - Production Ready + Redis Integration
2025-11-04 10:50:20 | api | INFO | startup_event:1430 | Environment: development
2025-11-04 10:50:20 | api | INFO | startup_event:1431 | Debug Mode: False
2025-11-04 10:50:20 | api | INFO | startup_event:1432 | Allowed Origins: ['http://localhost:3000', 'http://localhost:8080', 'http://127.0.0.1:3000']
2025-11-04 10:50:20 | api | INFO | startup_event:1433 | Rate Limit: 60/min, 1000/hr
2025-11-04 10:50:20 | api | INFO | startup_event:1434 | Features: Profanity Filter, Domain Detection, Language Analysis,
2025-11-04 10:50:20 | api | INFO | startup_event:1435 |           Sentiment Analysis, Toxicity Detection, Translation
2025-11-04 10:50:20 | api | INFO | startup_event:1436 | Redis Caching: ENABLED
2025-11-04 10:50:20 | api | INFO | startup_event:1437 | ================================================================================
2025-11-04 10:50:20 | api | INFO | startup_event:1442 | Redis Status: HEALTHY
2025-11-04 10:50:20 | api | INFO | startup_event:1444 | ✓ Redis connected: redis://localhost:6379
2025-11-04 10:50:20 | api | INFO | startup_event:1446 | ✓ Redis Version: 7.0.15
2025-11-04 10:50:20 | api | INFO | startup_event:1447 | ✓ Redis Memory: 1.04M
2025-11-04 10:50:20 | api | INFO | startup_event:1448 | ✓ Total Cached Keys: 0
2025-11-04 10:50:20 | api | INFO | startup_event:1456 | Preloading ML models...
2025-11-04 10:50:20 | preprocessing.code_mixing_detection | INFO | detect_code_mixing:79 | [Code-Mixing FIX #9] Configuration - Text: short (4 chars, 1 words), Adaptive threshold: 0.120, Min markers: 2, Aggressive threshold: 0.150
2025-11-04 10:50:20 | preprocessing.code_mixing_detection | INFO | detect_code_mixing:323 | [Code-Mixing FIX #9] ❌ FINAL DECISION: Not code-mixed, Text='test'
2025-11-04 10:50:20 | preprocessing.romanized_detection | INFO | _ensure_transliterate_initialized:46 | Initialized indic_nlp transliteration with resources at: D:\NMITD-College\Research-Project\NLP-project\indic_nlp_resources
2025-11-04 10:50:25 | glotlid_wrapper | INFO | __init__:30 | ✅ GLotLID model loaded from: D:\NMITD-College\Research-Project\NLP-project\cis-lmuglotlid\model.bin
2025-11-04 10:50:25 | preprocessing.language_detection | INFO | detect_language:97 | [GLotLID] Detected: ekk, Confidence: 0.381, Code-mixed: True
2025-11-04 10:50:25 | glotlid_wrapper | INFO | ensemble_predict:485 | [Ensemble] Romanized preferred (conf gap): hin (0.850)
2025-11-04 10:50:25 | preprocessing.language_detection | INFO | detect_language:112 | [Ensemble FIX #8] Method: romanized_preferred_conf_gap, Final: hin (0.850)
2025-11-04 10:50:25 | preprocessing.language_detection | INFO | detect_language:188 | [FINAL RESULT] Language: ekk, Confidence: 0.381, Method: glotlid_very_short_text
2025-11-04 10:50:25 | preprocessing.language_utils | INFO | normalize_language_code:63 | [Language Code Normalization] ekk → unknown
2025-11-04 10:50:25 | preprocessing.language_detection | INFO | detect_language:195 | [FIX #6] Language code normalized: ekk → unknown
2025-11-04 10:50:25 | api | INFO | startup_event:1463 | ✓ Models preloaded successfully
2025-11-04 10:50:25 | api | INFO | startup_event:1467 | ================================================================================
2025-11-04 10:50:25 | api | INFO | startup_event:1468 | API READY - Accepting requests
2025-11-04 10:50:25 | api | INFO | startup_event:1469 | ================================================================================
2025-11-04 10:50:53 | api | INFO | shutdown_event:1475 | Multilingual NLP Analysis API Shutting Down...
2025-11-04 10:50:53 | adaptive_learning | INFO | save_data:419 | Adaptive learning data saved successfully
2025-11-04 10:51:05 | inference | INFO | <module>:20 | Device: CPU
2025-11-04 10:51:06 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 157 words for hindi from hindi.json
2025-11-04 10:51:06 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 137 words for marathi from marathi.json
2025-11-04 10:51:06 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 103 words for bengali from bengali.json
2025-11-04 10:51:06 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 203 words for tamil from tamil.json
2025-11-04 10:51:06 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 101 words for telugu from telugu.json
2025-11-04 10:51:06 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 96 words for punjabi from punjabi.json
2025-11-04 10:51:06 | translation | INFO | <module>:97 | 📚 Loaded 6 romanized dictionaries
2025-11-04 10:51:06 | adaptive_learning | INFO | _load_data:364 | Loaded 31 cached patterns
2025-11-04 10:51:06 | adaptive_learning | INFO | _load_data:370 | Loaded 0 failure logs
2025-11-04 10:51:06 | adaptive_learning | INFO | _load_data:376 | Loaded 0 user corrections
2025-11-04 10:51:06 | adaptive_learning | INFO | _load_data:390 | Loaded statistics
2025-11-04 10:51:06 | adaptive_learning | INFO | __init__:76 | Adaptive Learning System initialized
2025-11-04 10:51:06 | redis_cache | INFO | __init__:36 | ✓ Redis connected: redis://localhost:6379
2025-11-04 10:51:06 | api | INFO | startup_event:1427 | ================================================================================
2025-11-04 10:51:06 | api | INFO | startup_event:1428 | Multilingual NLP Analysis API Starting...
2025-11-04 10:51:06 | api | INFO | startup_event:1429 | Version: 1.0.0 - Production Ready + Redis Integration
2025-11-04 10:51:06 | api | INFO | startup_event:1430 | Environment: development
2025-11-04 10:51:06 | api | INFO | startup_event:1431 | Debug Mode: False
2025-11-04 10:51:06 | api | INFO | startup_event:1432 | Allowed Origins: ['http://localhost:3000', 'http://localhost:8080', 'http://127.0.0.1:3000']
2025-11-04 10:51:06 | api | INFO | startup_event:1433 | Rate Limit: 60/min, 1000/hr
2025-11-04 10:51:06 | api | INFO | startup_event:1434 | Features: Profanity Filter, Domain Detection, Language Analysis,
2025-11-04 10:51:06 | api | INFO | startup_event:1435 |           Sentiment Analysis, Toxicity Detection, Translation
2025-11-04 10:51:06 | api | INFO | startup_event:1436 | Redis Caching: ENABLED
2025-11-04 10:51:06 | api | INFO | startup_event:1437 | ================================================================================
2025-11-04 10:51:06 | api | INFO | startup_event:1442 | Redis Status: HEALTHY
2025-11-04 10:51:06 | api | INFO | startup_event:1444 | ✓ Redis connected: redis://localhost:6379
2025-11-04 10:51:06 | api | INFO | startup_event:1446 | ✓ Redis Version: 7.0.15
2025-11-04 10:51:06 | api | INFO | startup_event:1447 | ✓ Redis Memory: 1.04M
2025-11-04 10:51:06 | api | INFO | startup_event:1448 | ✓ Total Cached Keys: 0
2025-11-04 10:51:06 | api | INFO | startup_event:1456 | Preloading ML models...
2025-11-04 10:51:06 | preprocessing.code_mixing_detection | INFO | detect_code_mixing:79 | [Code-Mixing FIX #9] Configuration - Text: short (4 chars, 1 words), Adaptive threshold: 0.120, Min markers: 2, Aggressive threshold: 0.150
2025-11-04 10:51:06 | preprocessing.code_mixing_detection | INFO | detect_code_mixing:323 | [Code-Mixing FIX #9] ❌ FINAL DECISION: Not code-mixed, Text='test'
2025-11-04 10:51:06 | preprocessing.romanized_detection | INFO | _ensure_transliterate_initialized:46 | Initialized indic_nlp transliteration with resources at: D:\NMITD-College\Research-Project\NLP-project\indic_nlp_resources
2025-11-04 10:51:10 | glotlid_wrapper | INFO | __init__:30 | ✅ GLotLID model loaded from: D:\NMITD-College\Research-Project\NLP-project\cis-lmuglotlid\model.bin
2025-11-04 10:51:10 | preprocessing.language_detection | INFO | detect_language:97 | [GLotLID] Detected: ekk, Confidence: 0.381, Code-mixed: True
2025-11-04 10:51:10 | glotlid_wrapper | INFO | ensemble_predict:485 | [Ensemble] Romanized preferred (conf gap): hin (0.850)
2025-11-04 10:51:10 | preprocessing.language_detection | INFO | detect_language:112 | [Ensemble FIX #8] Method: romanized_preferred_conf_gap, Final: hin (0.850)
2025-11-04 10:51:10 | preprocessing.language_detection | INFO | detect_language:188 | [FINAL RESULT] Language: ekk, Confidence: 0.381, Method: glotlid_very_short_text
2025-11-04 10:51:10 | preprocessing.language_utils | INFO | normalize_language_code:63 | [Language Code Normalization] ekk → unknown
2025-11-04 10:51:10 | preprocessing.language_detection | INFO | detect_language:195 | [FIX #6] Language code normalized: ekk → unknown
2025-11-04 10:51:10 | api | INFO | startup_event:1463 | ✓ Models preloaded successfully
2025-11-04 10:51:10 | api | INFO | startup_event:1467 | ================================================================================
2025-11-04 10:51:10 | api | INFO | startup_event:1468 | API READY - Accepting requests
2025-11-04 10:51:10 | api | INFO | startup_event:1469 | ================================================================================
2025-11-04 10:52:10 | api | INFO | shutdown_event:1475 | Multilingual NLP Analysis API Shutting Down...
2025-11-04 10:52:10 | adaptive_learning | INFO | save_data:419 | Adaptive learning data saved successfully
2025-11-04 10:52:21 | inference | INFO | <module>:20 | Device: CPU
2025-11-04 10:52:22 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 157 words for hindi from hindi.json
2025-11-04 10:52:22 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 137 words for marathi from marathi.json
2025-11-04 10:52:22 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 103 words for bengali from bengali.json
2025-11-04 10:52:22 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 203 words for tamil from tamil.json
2025-11-04 10:52:22 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 101 words for telugu from telugu.json
2025-11-04 10:52:22 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 96 words for punjabi from punjabi.json
2025-11-04 10:52:22 | translation | INFO | <module>:97 | 📚 Loaded 6 romanized dictionaries
2025-11-04 10:52:22 | adaptive_learning | INFO | _load_data:364 | Loaded 31 cached patterns
2025-11-04 10:52:22 | adaptive_learning | INFO | _load_data:370 | Loaded 0 failure logs
2025-11-04 10:52:22 | adaptive_learning | INFO | _load_data:376 | Loaded 0 user corrections
2025-11-04 10:52:22 | adaptive_learning | INFO | _load_data:390 | Loaded statistics
2025-11-04 10:52:22 | adaptive_learning | INFO | __init__:76 | Adaptive Learning System initialized
2025-11-04 10:52:22 | redis_cache | INFO | __init__:36 | ✓ Redis connected: redis://localhost:6379
2025-11-04 10:52:22 | api | INFO | startup_event:1427 | ================================================================================
2025-11-04 10:52:22 | api | INFO | startup_event:1428 | Multilingual NLP Analysis API Starting...
2025-11-04 10:52:22 | api | INFO | startup_event:1429 | Version: 1.0.0 - Production Ready + Redis Integration
2025-11-04 10:52:22 | api | INFO | startup_event:1430 | Environment: development
2025-11-04 10:52:22 | api | INFO | startup_event:1431 | Debug Mode: False
2025-11-04 10:52:22 | api | INFO | startup_event:1432 | Allowed Origins: ['http://localhost:3000', 'http://localhost:8080', 'http://127.0.0.1:3000']
2025-11-04 10:52:22 | api | INFO | startup_event:1433 | Rate Limit: 60/min, 1000/hr
2025-11-04 10:52:22 | api | INFO | startup_event:1434 | Features: Profanity Filter, Domain Detection, Language Analysis,
2025-11-04 10:52:22 | api | INFO | startup_event:1435 |           Sentiment Analysis, Toxicity Detection, Translation
2025-11-04 10:52:22 | api | INFO | startup_event:1436 | Redis Caching: ENABLED
2025-11-04 10:52:22 | api | INFO | startup_event:1437 | ================================================================================
2025-11-04 10:52:22 | api | INFO | startup_event:1442 | Redis Status: HEALTHY
2025-11-04 10:52:22 | api | INFO | startup_event:1444 | ✓ Redis connected: redis://localhost:6379
2025-11-04 10:52:22 | api | INFO | startup_event:1446 | ✓ Redis Version: 7.0.15
2025-11-04 10:52:22 | api | INFO | startup_event:1447 | ✓ Redis Memory: 1.04M
2025-11-04 10:52:22 | api | INFO | startup_event:1448 | ✓ Total Cached Keys: 0
2025-11-04 10:52:22 | api | INFO | startup_event:1456 | Preloading ML models...
2025-11-04 10:52:22 | preprocessing.code_mixing_detection | INFO | detect_code_mixing:79 | [Code-Mixing FIX #9] Configuration - Text: short (4 chars, 1 words), Adaptive threshold: 0.120, Min markers: 2, Aggressive threshold: 0.150
2025-11-04 10:52:22 | preprocessing.code_mixing_detection | INFO | detect_code_mixing:323 | [Code-Mixing FIX #9] ❌ FINAL DECISION: Not code-mixed, Text='test'
2025-11-04 10:52:22 | preprocessing.romanized_detection | INFO | _ensure_transliterate_initialized:46 | Initialized indic_nlp transliteration with resources at: D:\NMITD-College\Research-Project\NLP-project\indic_nlp_resources
2025-11-04 10:52:26 | glotlid_wrapper | INFO | __init__:30 | ✅ GLotLID model loaded from: D:\NMITD-College\Research-Project\NLP-project\cis-lmuglotlid\model.bin
2025-11-04 10:52:26 | preprocessing.language_detection | INFO | detect_language:97 | [GLotLID] Detected: ekk, Confidence: 0.381, Code-mixed: True
2025-11-04 10:52:26 | glotlid_wrapper | INFO | ensemble_predict:485 | [Ensemble] Romanized preferred (conf gap): hin (0.850)
2025-11-04 10:52:26 | preprocessing.language_detection | INFO | detect_language:112 | [Ensemble FIX #8] Method: romanized_preferred_conf_gap, Final: hin (0.850)
2025-11-04 10:52:26 | preprocessing.language_detection | INFO | detect_language:188 | [FINAL RESULT] Language: ekk, Confidence: 0.381, Method: glotlid_very_short_text
2025-11-04 10:52:26 | preprocessing.language_utils | INFO | normalize_language_code:63 | [Language Code Normalization] ekk → unknown
2025-11-04 10:52:26 | preprocessing.language_detection | INFO | detect_language:195 | [FIX #6] Language code normalized: ekk → unknown
2025-11-04 10:52:26 | api | INFO | startup_event:1463 | ✓ Models preloaded successfully
2025-11-04 10:52:26 | api | INFO | startup_event:1467 | ================================================================================
2025-11-04 10:52:26 | api | INFO | startup_event:1468 | API READY - Accepting requests
2025-11-04 10:52:26 | api | INFO | startup_event:1469 | ================================================================================
2025-11-04 10:53:07 | api | INFO | analyze_text:264 | [API FIX #9] /analyze request: text_length=16, compact=False, text_preview='यह बहुत अच्छा है'
2025-11-04 10:53:07 | api | INFO | analyze_text:292 | [REDIS CACHE MISS] Performing analysis for: 'यह बहुत अच्छा है...'
2025-11-04 10:53:07 | main | INFO | analyze_text_comprehensive:73 | Analyzing text: 'यह बहुत अच्छा है...'
2025-11-04 10:53:07 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-04 10:53:07 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-04 10:53:07 | preprocessing.code_mixing_detection | INFO | detect_code_mixing:79 | [Code-Mixing FIX #9] Configuration - Text: medium (16 chars, 4 words), Adaptive threshold: 0.100, Min markers: 2, Aggressive threshold: 0.150
2025-11-04 10:53:07 | preprocessing.code_mixing_detection | INFO | detect_code_mixing:323 | [Code-Mixing FIX #9] ❌ FINAL DECISION: Not code-mixed, Text='यह बहुत अच्छा है'
2025-11-04 10:53:07 | preprocessing.language_detection | INFO | detect_language:97 | [GLotLID] Detected: hin, Confidence: 1.000, Code-mixed: False
2025-11-04 10:53:07 | glotlid_wrapper | INFO | ensemble_predict:440 | [Ensemble] GLotLID HIGH CONFIDENCE: hin (1.000) > 0.9
2025-11-04 10:53:07 | preprocessing.language_detection | INFO | detect_language:112 | [Ensemble FIX #8] Method: glotlid_preferred_high_confidence, Final: hin (1.000)
2025-11-04 10:53:07 | inference | INFO | get_sentiment_model:92 | Loading XLM-R Sentiment model (first use)...
2025-11-04 10:53:11 | inference | INFO | get_sentiment_model:98 | XLM-R Sentiment model loaded successfully
2025-11-04 10:53:12 | inference | INFO | predict_sentiment:322 | Sentiment prediction: positive (87.85%) using XLM-RoBERTa
2025-11-04 10:53:12 | inference | INFO | get_toxicity_model:146 | Loading Toxicity model (first use)...
2025-11-04 10:53:15 | inference | INFO | get_toxicity_model:152 | Toxicity model loaded successfully
2025-11-04 10:53:16 | inference | INFO | predict_toxicity:368 | Toxicity prediction: max=toxic (0.05%)
2025-11-04 10:53:21 | api | INFO | analyze_text:264 | [API FIX #9] /analyze request: text_length=16, compact=False, text_preview='यह बहुत अच्छा है'
2025-11-04 10:53:21 | api | INFO | analyze_text:281 | [REDIS CACHE HIT] Returning cached result for text: 'यह बहुत अच्छा है...'
2025-11-04 10:53:41 | api | INFO | analyze_text:264 | [API FIX #9] /analyze request: text_length=25, compact=False, text_preview='I Like this guy so much !'
2025-11-04 10:53:41 | api | INFO | analyze_text:292 | [REDIS CACHE MISS] Performing analysis for: 'I Like this guy so much !...'
2025-11-04 10:53:41 | main | INFO | analyze_text_comprehensive:73 | Analyzing text: 'I Like this guy so much !...'
2025-11-04 10:53:41 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-04 10:53:41 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-04 10:53:41 | preprocessing.code_mixing_detection | INFO | detect_code_mixing:79 | [Code-Mixing FIX #9] Configuration - Text: medium (25 chars, 7 words), Adaptive threshold: 0.100, Min markers: 2, Aggressive threshold: 0.150
2025-11-04 10:53:41 | preprocessing.code_mixing_detection | INFO | detect_code_mixing:323 | [Code-Mixing FIX #9] ❌ FINAL DECISION: Not code-mixed, Text='I Like this guy so much !'
2025-11-04 10:53:41 | preprocessing.language_detection | INFO | detect_language:97 | [GLotLID] Detected: eng, Confidence: 0.999, Code-mixed: False
2025-11-04 10:53:41 | glotlid_wrapper | INFO | ensemble_predict:440 | [Ensemble] GLotLID HIGH CONFIDENCE: eng (0.999) > 0.9
2025-11-04 10:53:41 | preprocessing.language_detection | INFO | detect_language:112 | [Ensemble FIX #8] Method: glotlid_preferred_high_confidence, Final: eng (0.999)
2025-11-04 10:53:41 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: medium_7_latin_7d59e625 (conf: 1.00)
2025-11-04 10:53:41 | inference | INFO | predict_sentiment:322 | Sentiment prediction: positive (87.20%) using XLM-RoBERTa
2025-11-04 10:53:41 | inference | INFO | predict_toxicity:368 | Toxicity prediction: max=toxic (0.07%)
2025-11-04 10:53:48 | api | INFO | analyze_text:264 | [API FIX #9] /analyze request: text_length=25, compact=False, text_preview='I Like this guy so much !'
2025-11-04 10:53:48 | api | INFO | analyze_text:281 | [REDIS CACHE HIT] Returning cached result for text: 'I Like this guy so much !...'
2025-11-04 10:56:52 | api | INFO | analyze_text:264 | [API FIX #9] /analyze request: text_length=53, compact=True, text_preview='Aur kya bataun tumhe 😄 मुझे तो Redis बहुत पसंद है ...'
2025-11-04 10:56:52 | api | INFO | analyze_text:292 | [REDIS CACHE MISS] Performing analysis for: 'Aur kya bataun tumhe 😄 मुझे तो...'
2025-11-04 10:56:52 | main | INFO | analyze_text_comprehensive:73 | Analyzing text: 'Aur kya bataun tumhe 😄 मुझे तो Redis बहुत पसंद है ...'
2025-11-04 10:56:52 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-04 10:56:52 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-04 10:56:52 | preprocessing.code_mixing_detection | INFO | detect_code_mixing:79 | [Code-Mixing FIX #9] Configuration - Text: long (53 chars, 12 words), Adaptive threshold: 0.080, Min markers: 2, Aggressive threshold: 0.150
2025-11-04 10:56:52 | preprocessing.code_mixing_detection | INFO | detect_code_mixing:254 | [Code-Mixing] DETECTED via script_diversity: Primary=hin, Confidence=0.72
2025-11-04 10:56:52 | preprocessing.code_mixing_detection | INFO | detect_code_mixing:320 | [Code-Mixing FIX #9] ✅ FINAL DECISION: Code-mixed=True, Primary=hin, Confidence=0.717, Method=script_diversity, Text='Aur kya bataun tumhe 😄 मुझे तो Redis बहु...'
2025-11-04 10:56:52 | preprocessing.language_detection | INFO | detect_language:72 | [Code-Mixing FIX #9] ⚡ Early detection POSITIVE: Primary=hin, Text='Aur kya bataun tumhe 😄 मुझे तो Redis बहुत पसंद है ❤️🔥'
2025-11-04 10:56:52 | preprocessing.language_detection | INFO | detect_language:97 | [GLotLID] Detected: hin, Confidence: 0.921, Code-mixed: False
2025-11-04 10:56:52 | glotlid_wrapper | INFO | ensemble_predict:440 | [Ensemble] GLotLID HIGH CONFIDENCE: hin (0.921) > 0.9
2025-11-04 10:56:52 | preprocessing.language_detection | INFO | detect_language:112 | [Ensemble FIX #8] Method: glotlid_preferred_high_confidence, Final: hin (0.921)
2025-11-04 10:56:52 | preprocessing.language_detection | INFO | detect_language:188 | [FINAL RESULT] Language: hin, Confidence: 0.921, Method: ensemble_glotlid_preferred_high_confidence
2025-11-04 10:56:52 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: medium_12_mixed_d4dd2b00 (conf: 0.92)
2025-11-04 10:56:52 | inference | INFO | predict_sentiment:322 | Sentiment prediction: positive (40.38%) using XLM-RoBERTa
2025-11-04 10:56:53 | inference | INFO | predict_toxicity:368 | Toxicity prediction: max=toxic (1.87%)
2025-11-04 10:56:55 | api | INFO | analyze_text:310 | [API FIX #9] ⚡ Code-mixed content detected: hin, confidence=0.92, romanized=False
2025-11-04 10:57:17 | api | INFO | analyze_text:264 | [API FIX #9] /analyze request: text_length=53, compact=True, text_preview='Aur kya bataun tumhe 😄 मुझे तो Redis बहुत पसंद है ...'
2025-11-04 10:57:17 | api | INFO | analyze_text:281 | [REDIS CACHE HIT] Returning cached result for text: 'Aur kya bataun tumhe 😄 मुझे तो...'
2025-11-04 10:57:21 | api | INFO | analyze_text:264 | [API FIX #9] /analyze request: text_length=53, compact=True, text_preview='Aur kya bataun tumhe 😄 मुझे तो Redis बहुत पसंद है ...'
2025-11-04 10:57:21 | api | INFO | analyze_text:281 | [REDIS CACHE HIT] Returning cached result for text: 'Aur kya bataun tumhe 😄 मुझे तो...'
2025-11-04 11:02:11 | api | INFO | get_redis_stats:1246 | [REDIS API] Redis statistics requested
2025-11-04 11:47:58 | inference | INFO | <module>:22 | Device: CPU
2025-11-04 11:47:59 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 157 words for hindi from hindi.json
2025-11-04 11:47:59 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 137 words for marathi from marathi.json
2025-11-04 11:47:59 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 103 words for bengali from bengali.json
2025-11-04 11:47:59 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 203 words for tamil from tamil.json
2025-11-04 11:47:59 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 101 words for telugu from telugu.json
2025-11-04 11:47:59 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 96 words for punjabi from punjabi.json
2025-11-04 11:47:59 | translation | INFO | <module>:97 | 📚 Loaded 6 romanized dictionaries
2025-11-04 11:47:59 | adaptive_learning | INFO | _load_data:364 | Loaded 31 cached patterns
2025-11-04 11:47:59 | adaptive_learning | INFO | _load_data:370 | Loaded 0 failure logs
2025-11-04 11:47:59 | adaptive_learning | INFO | _load_data:376 | Loaded 0 user corrections
2025-11-04 11:47:59 | adaptive_learning | INFO | _load_data:390 | Loaded statistics
2025-11-04 11:47:59 | adaptive_learning | INFO | __init__:76 | Adaptive Learning System initialized
2025-11-04 11:48:03 | redis_cache | WARNING | __init__:38 | Redis connection failed: Error 10061 connecting to localhost:6379. No connection could be made because the target machine actively refused it.. Caching disabled.
2025-11-04 11:48:03 | __main__ | INFO | <module>:1762 | Starting server on 0.0.0.0:8000
2025-11-04 11:48:03 | __main__ | INFO | <module>:1763 | Workers: 4
2025-11-04 11:48:03 | __main__ | INFO | <module>:1764 | Environment: development
2025-11-04 11:48:14 | inference | INFO | <module>:22 | Device: CPU
2025-11-04 11:48:15 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 157 words for hindi from hindi.json
2025-11-04 11:48:15 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 137 words for marathi from marathi.json
2025-11-04 11:48:15 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 103 words for bengali from bengali.json
2025-11-04 11:48:15 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 203 words for tamil from tamil.json
2025-11-04 11:48:15 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 101 words for telugu from telugu.json
2025-11-04 11:48:15 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 96 words for punjabi from punjabi.json
2025-11-04 11:48:15 | translation | INFO | <module>:97 | 📚 Loaded 6 romanized dictionaries
