2025-11-05 11:57:35 | inference | INFO | <module>:22 | Device: CPU
2025-11-05 11:57:56 | preprocessing.language_detection | INFO | detect_language:97 | [GLotLID] Detected: ekk, Confidence: 0.381, Code-mixed: True
2025-11-05 11:57:56 | glotlid_wrapper | WARNING | ensemble_predict:459 | [English Validator] FIX #11: GLotLID detected 'ekk' but text contains 1 English words (95.00% confidence). Overriding to English. Text: 'test'
2025-11-05 11:57:56 | glotlid_wrapper | INFO | ensemble_predict:500 | [Ensemble] GLotLID HIGH CONFIDENCE: eng (0.950) > 0.9
2025-11-05 11:57:56 | preprocessing.language_detection | INFO | detect_language:112 | [Ensemble FIX #8] Method: glotlid_preferred_high_confidence, Final: eng (0.950)
2025-11-05 11:57:56 | preprocessing.language_detection | INFO | detect_language:188 | [FINAL RESULT] Language: ekk, Confidence: 0.381, Method: glotlid_very_short_text
2025-11-05 11:57:56 | preprocessing.language_utils | INFO | normalize_language_code:63 | [Language Code Normalization] ekk → unknown
2025-11-05 11:57:56 | preprocessing.language_detection | INFO | detect_language:195 | [FIX #6] Language code normalized: ekk → unknown
2025-11-05 11:57:56 | api | INFO | startup_event:1911 | ✓ Models preloaded successfully
2025-11-05 11:57:56 | api | INFO | startup_event:1915 | ================================================================================
2025-11-05 11:57:56 | api | INFO | startup_event:1916 | API READY - Accepting requests
2025-11-05 11:57:56 | api | INFO | startup_event:1917 | ================================================================================
2025-11-05 11:58:58 | redis_cache | INFO | <module>:23 | Using Upstash REST API client
2025-11-05 11:58:58 | redis_cache | INFO | _initialize_connection:57 | 🌐 Connecting to Upstash Redis via REST API...
2025-11-05 11:58:59 | redis_cache | INFO | _initialize_connection:95 | ✅ Upstash Redis connected successfully via REST API!
2025-11-05 11:59:30 | api | INFO | analyze_text:443 | [API FIX #9] /analyze request: text_length=12, compact=True, text_preview='Analyze Text'
2025-11-05 11:59:32 | api | INFO | analyze_text:471 | [REDIS CACHE MISS] Performing analysis for: 'Analyze Text...'
2025-11-05 11:59:32 | main | INFO | analyze_text_comprehensive:73 | Analyzing text: 'Analyze Text...'
2025-11-05 11:59:32 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-05 11:59:32 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-05 11:59:32 | preprocessing.code_mixing_detection | INFO | detect_code_mixing:79 | [Code-Mixing FIX #9] Configuration - Text: short (12 chars, 2 words), Adaptive threshold: 0.120, Min markers: 2, Aggressive threshold: 0.150
2025-11-05 11:59:32 | preprocessing.code_mixing_detection | INFO | detect_code_mixing:323 | [Code-Mixing FIX #9] ❌ FINAL DECISION: Not code-mixed, Text='Analyze Text'
2025-11-05 11:59:32 | preprocessing.language_detection | INFO | detect_language:97 | [GLotLID] Detected: ces, Confidence: 0.972, Code-mixed: False
2025-11-05 11:59:32 | glotlid_wrapper | WARNING | ensemble_predict:459 | [English Validator] FIX #11: GLotLID detected 'ces' but text contains 2 English words (95.00% confidence). Overriding to English. Text: 'Analyze Text'
2025-11-05 11:59:32 | glotlid_wrapper | INFO | ensemble_predict:500 | [Ensemble] GLotLID HIGH CONFIDENCE: eng (0.950) > 0.9
2025-11-05 11:59:32 | preprocessing.language_detection | INFO | detect_language:112 | [Ensemble FIX #8] Method: glotlid_preferred_high_confidence, Final: eng (0.950)
2025-11-05 11:59:32 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: short_2_latin_c89d6c27 (conf: 0.95)
2025-11-05 11:59:32 | inference | INFO | get_sentiment_model:94 | Loading XLM-R Sentiment model (first use)...
2025-11-05 11:59:36 | inference | INFO | get_sentiment_model:100 | XLM-R Sentiment model loaded successfully
2025-11-05 11:59:36 | inference | INFO | predict_sentiment:324 | Sentiment prediction: neutral (55.38%) using XLM-RoBERTa
2025-11-05 11:59:36 | inference | INFO | get_toxicity_model:148 | Loading Toxicity model (first use)...
2025-11-05 11:59:39 | inference | INFO | get_toxicity_model:154 | Toxicity model loaded successfully
2025-11-05 11:59:39 | inference | INFO | predict_toxicity:370 | Toxicity prediction: max=toxic (0.04%)
2025-11-05 11:59:48 | api | INFO | analyze_text:443 | [API FIX #9] /analyze request: text_length=12, compact=True, text_preview='Analyze Text'
2025-11-05 11:59:48 | api | INFO | analyze_text:460 | [REDIS CACHE HIT] Returning cached result for text: 'Analyze Text...'
2025-11-05 12:02:07 | api | INFO | analyze_text:443 | [API FIX #9] /analyze request: text_length=12, compact=True, text_preview='Analyze Text'
2025-11-05 12:02:09 | api | INFO | analyze_text:460 | [REDIS CACHE HIT] Returning cached result for text: 'Analyze Text...'
2025-11-05 12:02:13 | api | INFO | analyze_text:443 | [API FIX #9] /analyze request: text_length=12, compact=True, text_preview='Analyze Text'
2025-11-05 12:02:15 | api | INFO | analyze_text:460 | [REDIS CACHE HIT] Returning cached result for text: 'Analyze Text...'
2025-11-05 12:02:17 | api | INFO | analyze_text:443 | [API FIX #9] /analyze request: text_length=12, compact=True, text_preview='Analyze Text'
2025-11-05 12:02:23 | api | INFO | analyze_text:460 | [REDIS CACHE HIT] Returning cached result for text: 'Analyze Text...'
2025-11-05 12:02:54 | api | INFO | analyze_text:443 | [API FIX #9] /analyze request: text_length=26, compact=True, text_preview='Hello there, I am Iron Man'
2025-11-05 12:02:54 | api | INFO | analyze_text:471 | [REDIS CACHE MISS] Performing analysis for: 'Hello there, I am Iron Man...'
2025-11-05 12:02:54 | main | INFO | analyze_text_comprehensive:73 | Analyzing text: 'Hello there, I am Iron Man...'
2025-11-05 12:02:54 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-05 12:02:54 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-05 12:02:54 | preprocessing.code_mixing_detection | INFO | detect_code_mixing:79 | [Code-Mixing FIX #9] Configuration - Text: medium (26 chars, 6 words), Adaptive threshold: 0.100, Min markers: 2, Aggressive threshold: 0.150
2025-11-05 12:02:54 | preprocessing.code_mixing_detection | INFO | detect_code_mixing:323 | [Code-Mixing FIX #9] ❌ FINAL DECISION: Not code-mixed, Text='Hello there, I am Iron Man'
2025-11-05 12:02:54 | preprocessing.language_detection | INFO | detect_language:97 | [GLotLID] Detected: eng, Confidence: 0.999, Code-mixed: False
2025-11-05 12:02:54 | glotlid_wrapper | INFO | ensemble_predict:500 | [Ensemble] GLotLID HIGH CONFIDENCE: eng (0.999) > 0.9
2025-11-05 12:02:54 | preprocessing.language_detection | INFO | detect_language:112 | [Ensemble FIX #8] Method: glotlid_preferred_high_confidence, Final: eng (0.999)
2025-11-05 12:02:54 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: medium_6_latin_6c18afee (conf: 1.00)
2025-11-05 12:02:55 | inference | INFO | predict_sentiment:324 | Sentiment prediction: neutral (64.49%) using XLM-RoBERTa
2025-11-05 12:02:55 | inference | INFO | predict_toxicity:370 | Toxicity prediction: max=toxic (0.07%)
2025-11-05 12:03:04 | api | INFO | analyze_text:443 | [API FIX #9] /analyze request: text_length=26, compact=True, text_preview='Hello there, I am Iron Man'
2025-11-05 12:03:05 | api | INFO | analyze_text:460 | [REDIS CACHE HIT] Returning cached result for text: 'Hello there, I am Iron Man...'
2025-11-05 12:04:03 | api | INFO | analyze_text:443 | [API FIX #9] /analyze request: text_length=28, compact=True, text_preview='Mazhe naav Aniket Shinde Ahe'
2025-11-05 12:04:03 | api | INFO | analyze_text:471 | [REDIS CACHE MISS] Performing analysis for: 'Mazhe naav Aniket Shinde Ahe...'
2025-11-05 12:04:03 | main | INFO | analyze_text_comprehensive:73 | Analyzing text: 'Mazhe naav Aniket Shinde Ahe...'
2025-11-05 12:04:03 | profanity_filter | INFO | __init__:203 | Profanity filter initialized for languages: english, hindi, marathi, tamil, telugu, kannada, punjabi, gujarati, bengali, malayalam
2025-11-05 12:04:03 | profanity_filter | INFO | __init__:204 | Total bad words loaded: 3
2025-11-05 12:04:03 | preprocessing.code_mixing_detection | INFO | detect_code_mixing:79 | [Code-Mixing FIX #9] Configuration - Text: medium (28 chars, 5 words), Adaptive threshold: 0.100, Min markers: 2, Aggressive threshold: 0.150
2025-11-05 12:04:03 | preprocessing.code_mixing_detection | INFO | detect_code_mixing:323 | [Code-Mixing FIX #9] ❌ FINAL DECISION: Not code-mixed, Text='Mazhe naav Aniket Shinde Ahe'
2025-11-05 12:04:03 | preprocessing.language_detection | INFO | detect_language:97 | [GLotLID] Detected: mar, Confidence: 0.415, Code-mixed: True
2025-11-05 12:04:03 | glotlid_wrapper | INFO | ensemble_predict:574 | [Ensemble] Weighted ROMANIZED: mar (combined: 0.565)
2025-11-05 12:04:03 | preprocessing.language_detection | INFO | detect_language:112 | [Ensemble FIX #8] Method: ensemble_weighted_romanized, Final: mar (0.565)
2025-11-05 12:04:03 | preprocessing.language_detection | INFO | detect_language:188 | [FINAL RESULT] Language: mar, Confidence: 0.500, Method: romanized_indic_latin
2025-11-05 12:04:03 | adaptive_learning | INFO | store_pattern:169 | New pattern stored: medium_5_latin_e97f1006 (conf: 0.50)
2025-11-05 12:04:03 | inference | INFO | predict_sentiment:324 | Sentiment prediction: negative (36.26%) using XLM-RoBERTa
2025-11-05 12:04:03 | inference | INFO | predict_toxicity:370 | Toxicity prediction: max=toxic (71.17%)
2025-11-05 12:04:03 | preprocessing.romanized_detection | INFO | convert_romanized_to_native:522 | [FIX #10] Hybrid conversion: 2/5 tokens converted, 3 preserved (English), 0 failed, method=hybrid, rate=40.0%
2025-11-05 12:04:03 | translation | INFO | romanized_to_devanagari:131 | [FIX #10] Romanized conversion: 2/5 tokens, 3 English words preserved, method=hybrid, rate=40.0%
2025-11-05 12:04:03 | translation | INFO | translate_text:249 | 🔄 Using Devanagari text for translation: 'Mazhe नाव् Aniket Shinde आहे...'
2025-11-05 12:04:04 | api | INFO | analyze_text:489 | [API FIX #9] ⚡ Code-mixed content detected: mar, confidence=0.50, romanized=True
2025-11-05 12:36:43 | api | INFO | analyze_text:443 | [API FIX #9] /analyze request: text_length=28, compact=True, text_preview='Mazhe naav Aniket Shinde Ahe'
2025-11-05 12:36:44 | api | INFO | analyze_text:460 | [REDIS CACHE HIT] Returning cached result for text: 'Mazhe naav Aniket Shinde Ahe...'
2025-11-05 12:36:57 | api | INFO | shutdown_event:1923 | Shutting down thread pool executor...
2025-11-05 12:36:57 | api | INFO | shutdown_event:1925 | ✓ Thread pool executor shut down
2025-11-05 12:36:57 | api | INFO | shutdown_event:1926 | Multilingual NLP Analysis API Shutting Down...
2025-11-05 12:36:57 | adaptive_learning | INFO | save_data:419 | Adaptive learning data saved successfully
2025-11-05 12:36:58 | adaptive_learning | INFO | save_data:419 | Adaptive learning data saved successfully
2025-11-05 12:40:51 | inference | INFO | <module>:22 | Device: CPU
2025-11-05 12:40:51 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 157 words for hindi from hindi.json
2025-11-05 12:40:51 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 137 words for marathi from marathi.json
2025-11-05 12:40:51 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 103 words for bengali from bengali.json
2025-11-05 12:40:51 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 203 words for tamil from tamil.json
2025-11-05 12:40:51 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 101 words for telugu from telugu.json
2025-11-05 12:40:51 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 96 words for punjabi from punjabi.json
2025-11-05 12:40:51 | translation | INFO | <module>:97 | 📚 Loaded 6 romanized dictionaries
2025-11-05 12:40:51 | adaptive_learning | INFO | _load_data:364 | Loaded 37 cached patterns
2025-11-05 12:40:51 | adaptive_learning | INFO | _load_data:370 | Loaded 0 failure logs
2025-11-05 12:40:51 | adaptive_learning | INFO | _load_data:376 | Loaded 0 user corrections
2025-11-05 12:40:51 | adaptive_learning | INFO | _load_data:390 | Loaded statistics
2025-11-05 12:40:51 | adaptive_learning | INFO | __init__:76 | Adaptive Learning System initialized
2025-11-05 12:40:51 | redis_cache | INFO | <module>:23 | Using Upstash REST API client
2025-11-05 12:40:51 | redis_cache | INFO | _initialize_connection:57 | 🌐 Connecting to Upstash Redis via REST API...
2025-11-05 12:40:53 | redis_cache | INFO | _initialize_connection:95 | ✅ Upstash Redis connected successfully via REST API!
2025-11-05 12:40:53 | __main__ | INFO | <module>:1933 | Starting server on 0.0.0.0:8000
2025-11-05 12:40:53 | __main__ | INFO | <module>:1934 | Workers: 4
2025-11-05 12:40:53 | __main__ | INFO | <module>:1935 | Environment: development
2025-11-05 12:41:04 | inference | INFO | <module>:22 | Device: CPU
2025-11-05 12:41:05 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 157 words for hindi from hindi.json
2025-11-05 12:41:05 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 137 words for marathi from marathi.json
2025-11-05 12:41:05 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 103 words for bengali from bengali.json
2025-11-05 12:41:05 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 203 words for tamil from tamil.json
2025-11-05 12:41:05 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 101 words for telugu from telugu.json
2025-11-05 12:41:05 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 96 words for punjabi from punjabi.json
2025-11-05 12:41:05 | translation | INFO | <module>:97 | 📚 Loaded 6 romanized dictionaries
2025-11-05 12:41:05 | adaptive_learning | INFO | _load_data:364 | Loaded 37 cached patterns
2025-11-05 12:41:05 | adaptive_learning | INFO | _load_data:370 | Loaded 0 failure logs
2025-11-05 12:41:05 | adaptive_learning | INFO | _load_data:376 | Loaded 0 user corrections
2025-11-05 12:41:05 | adaptive_learning | INFO | _load_data:390 | Loaded statistics
2025-11-05 12:41:05 | adaptive_learning | INFO | __init__:76 | Adaptive Learning System initialized
2025-11-05 12:41:05 | redis_cache | INFO | <module>:23 | Using Upstash REST API client
2025-11-05 12:41:05 | redis_cache | INFO | _initialize_connection:57 | 🌐 Connecting to Upstash Redis via REST API...
2025-11-05 12:41:06 | redis_cache | INFO | _initialize_connection:95 | ✅ Upstash Redis connected successfully via REST API!
2025-11-05 12:41:06 | api | INFO | startup_event:1870 | ================================================================================
2025-11-05 12:41:06 | api | INFO | startup_event:1871 | Multilingual NLP Analysis API Starting...
2025-11-05 12:41:06 | api | INFO | startup_event:1872 | Version: 1.1.0 - Async Inference + Batch Processing
2025-11-05 12:41:06 | api | INFO | startup_event:1873 | Environment: development
2025-11-05 12:41:06 | api | INFO | startup_event:1874 | Debug Mode: False
2025-11-05 12:41:06 | api | INFO | startup_event:1875 | Allowed Origins: ['http://localhost:3000', 'http://localhost:8080', 'http://127.0.0.1:3000']
2025-11-05 12:41:06 | api | INFO | startup_event:1876 | Rate Limit: 60/min, 1000/hr
2025-11-05 12:41:06 | api | INFO | startup_event:1877 | Features: Profanity Filter, Domain Detection, Language Analysis,
2025-11-05 12:41:06 | api | INFO | startup_event:1878 |           Sentiment Analysis, Toxicity Detection, Translation
2025-11-05 12:41:06 | api | INFO | startup_event:1879 | Redis Caching: ENABLED
2025-11-05 12:41:06 | api | INFO | startup_event:1880 | ================================================================================
2025-11-05 12:41:06 | api | INFO | startup_event:1884 | ✓ Thread pool executor created (4 workers for async inference)
2025-11-05 12:41:06 | api | INFO | startup_event:1885 | ================================================================================
2025-11-05 12:41:06 | api | INFO | startup_event:1890 | Redis Status: HEALTHY
2025-11-05 12:41:06 | api | INFO | startup_event:1892 | ✓ Redis connected: N/A
2025-11-05 12:41:06 | api | INFO | startup_event:1894 | ✓ Redis Version: 6.2.6
2025-11-05 12:41:06 | api | INFO | startup_event:1895 | ✓ Redis Memory: 603.000B
2025-11-05 12:41:06 | api | INFO | startup_event:1896 | ✓ Total Cached Keys: 4
2025-11-05 12:41:06 | api | INFO | startup_event:1904 | Preloading ML models...
2025-11-05 12:41:06 | preprocessing.code_mixing_detection | INFO | detect_code_mixing:79 | [Code-Mixing FIX #9] Configuration - Text: short (4 chars, 1 words), Adaptive threshold: 0.120, Min markers: 2, Aggressive threshold: 0.150
2025-11-05 12:41:06 | preprocessing.code_mixing_detection | INFO | detect_code_mixing:323 | [Code-Mixing FIX #9] ❌ FINAL DECISION: Not code-mixed, Text='test'
2025-11-05 12:41:06 | preprocessing.romanized_detection | INFO | _ensure_transliterate_initialized:46 | Initialized indic_nlp transliteration with resources at: D:\NMITD-College\Research-Project\NLP-project\indic_nlp_resources
2025-11-05 12:41:11 | glotlid_wrapper | INFO | __init__:30 | ✅ GLotLID model loaded from: D:\NMITD-College\Research-Project\NLP-project\cis-lmuglotlid\model.bin
2025-11-05 12:41:11 | preprocessing.language_detection | INFO | detect_language:97 | [GLotLID] Detected: ekk, Confidence: 0.381, Code-mixed: True
2025-11-05 12:41:11 | glotlid_wrapper | WARNING | ensemble_predict:459 | [English Validator] FIX #11: GLotLID detected 'ekk' but text contains 1 English words (95.00% confidence). Overriding to English. Text: 'test'
2025-11-05 12:41:11 | glotlid_wrapper | INFO | ensemble_predict:500 | [Ensemble] GLotLID HIGH CONFIDENCE: eng (0.950) > 0.9
2025-11-05 12:41:11 | preprocessing.language_detection | INFO | detect_language:112 | [Ensemble FIX #8] Method: glotlid_preferred_high_confidence, Final: eng (0.950)
2025-11-05 12:41:11 | preprocessing.language_detection | INFO | detect_language:188 | [FINAL RESULT] Language: ekk, Confidence: 0.381, Method: glotlid_very_short_text
2025-11-05 12:41:11 | preprocessing.language_utils | INFO | normalize_language_code:63 | [Language Code Normalization] ekk → unknown
2025-11-05 12:41:11 | preprocessing.language_detection | INFO | detect_language:195 | [FIX #6] Language code normalized: ekk → unknown
2025-11-05 12:41:11 | api | INFO | startup_event:1911 | ✓ Models preloaded successfully
2025-11-05 12:41:11 | api | INFO | startup_event:1915 | ================================================================================
2025-11-05 12:41:11 | api | INFO | startup_event:1916 | API READY - Accepting requests
2025-11-05 12:41:11 | api | INFO | startup_event:1917 | ================================================================================
2025-11-05 12:43:30 | api | INFO | get_learning_stats:1322 | Learning statistics requested
2025-11-05 12:43:58 | api | INFO | analyze_failures:1410 | Failure pattern analysis requested (limit: 50)
2025-11-05 12:44:29 | api | INFO | get_request_cache_stats:1492 | [CACHE API] Cache statistics requested
2025-11-05 12:45:11 | api | INFO | get_redis_stats:1689 | [REDIS API] Redis statistics requested
2025-11-05 12:45:33 | api | INFO | redis_health:1735 | [REDIS API] Redis health check requested
2025-11-05 12:45:50 | api | INFO | shutdown_event:1923 | Shutting down thread pool executor...
2025-11-05 12:45:50 | api | INFO | shutdown_event:1925 | ✓ Thread pool executor shut down
2025-11-05 12:45:50 | api | INFO | shutdown_event:1926 | Multilingual NLP Analysis API Shutting Down...
2025-11-05 12:45:50 | adaptive_learning | INFO | save_data:419 | Adaptive learning data saved successfully
2025-11-05 12:45:51 | adaptive_learning | INFO | save_data:419 | Adaptive learning data saved successfully
2025-11-05 12:59:18 | inference | INFO | <module>:22 | Device: CPU
2025-11-05 12:59:19 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 157 words for hindi from hindi.json
2025-11-05 12:59:19 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 137 words for marathi from marathi.json
2025-11-05 12:59:19 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 103 words for bengali from bengali.json
2025-11-05 12:59:19 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 203 words for tamil from tamil.json
2025-11-05 12:59:19 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 101 words for telugu from telugu.json
2025-11-05 12:59:19 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 96 words for punjabi from punjabi.json
2025-11-05 12:59:19 | translation | INFO | <module>:97 | 📚 Loaded 6 romanized dictionaries
2025-11-05 12:59:19 | adaptive_learning | INFO | _load_data:364 | Loaded 37 cached patterns
2025-11-05 12:59:19 | adaptive_learning | INFO | _load_data:370 | Loaded 0 failure logs
2025-11-05 12:59:19 | adaptive_learning | INFO | _load_data:376 | Loaded 0 user corrections
2025-11-05 12:59:19 | adaptive_learning | INFO | _load_data:390 | Loaded statistics
2025-11-05 12:59:19 | adaptive_learning | INFO | __init__:76 | Adaptive Learning System initialized
2025-11-05 12:59:19 | redis_cache | INFO | <module>:23 | Using Upstash REST API client
2025-11-05 12:59:19 | redis_cache | INFO | _initialize_connection:57 | 🌐 Connecting to Upstash Redis via REST API...
2025-11-05 12:59:19 | redis_cache | INFO | _initialize_connection:95 | ✅ Upstash Redis connected successfully via REST API!
2025-11-05 12:59:19 | __main__ | INFO | <module>:641 | Starting server on 0.0.0.0:8000
2025-11-05 12:59:30 | inference | INFO | <module>:22 | Device: CPU
2025-11-05 12:59:31 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 157 words for hindi from hindi.json
2025-11-05 12:59:31 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 137 words for marathi from marathi.json
2025-11-05 12:59:31 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 103 words for bengali from bengali.json
2025-11-05 12:59:31 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 203 words for tamil from tamil.json
2025-11-05 12:59:31 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 101 words for telugu from telugu.json
2025-11-05 12:59:31 | translation | INFO | load_romanized_dictionaries:86 | ✅ Loaded 96 words for punjabi from punjabi.json
2025-11-05 12:59:31 | translation | INFO | <module>:97 | 📚 Loaded 6 romanized dictionaries
2025-11-05 12:59:31 | adaptive_learning | INFO | _load_data:364 | Loaded 37 cached patterns
